hotelSequence;hotelName;destinationCode;averageRoom;averageFacilities;averageClean;averageFood;averagePersonal;averageCheckin;averageQuality;travelmodePleasure;travelmodeFriends;travelmodeBusiness;companionAlone;companionPartner;companionFamily;companionFriends;companionColleagues;recomendationIndividuals;recomendationCouples;recomendationFamilies;recomendationGroups;recomendationBusiness;numberReviews;mailsEnviados;mediumValue
5.895;NH Amsterdam Centre;AMS;4;4;4;5;4;4;3;21;0;0;0;12;2;7;0;9;16;10;10;6;21;75;4
136.776;M Glamour Hotel;RMI;3;3;4;0;5;0;4;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;4
13.503;Days Hotel - Hotel Circle;SAD;4;5;4;4;4;0;4;2;0;0;0;0;2;0;0;2;2;2;1;0;2;4;4
60.882;Peralada Wine Spa & Golf Sehrs;GRO;4;5;5;5;5;5;4;5;0;0;0;4;1;0;0;2;5;2;0;3;5;30;5
74.030;Strawberry Park Resort Cameron Highlands;KUA;4;4;4;3;4;0;4;9;0;0;0;3;6;0;0;3;4;7;5;1;9;65;4
89.529;Duca d 'Aosta;VCE;4;4;4;3;4;4;4;48;0;1;1;23;20;4;1;26;33;27;8;14;49;197;4
115.685;Royam Saly;SLY;4;3;3;3;4;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;5;3
122.860;Best Western Henley Hotel;SUA;3;3;5;4;5;4;3;1;0;0;0;1;0;0;0;1;0;0;0;0;1;7;4
58.260;Drossos;SAT;4;4;4;3;5;5;4;4;0;0;0;4;0;0;0;0;3;2;2;0;4;11;4
164.038;Hotel Orle;GDN;3;3;4;5;3;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;1;3;4
22.817;Saint Paul Hotel;ROE;3;3;4;4;3;3;3;4;1;0;0;2;3;0;0;3;4;2;1;1;5;55;3
7.994;NH Cornella;BCN;4;4;4;4;4;4;4;24;6;3;2;20;5;6;0;19;27;16;11;15;33;111;4
129.681;S31 Sukhumvit Hotel;BKK;5;5;5;4;5;0;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;4;5
118.381;City Hotel Casoria;NAP;4;5;5;0;4;0;5;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;5
27.156;Holiday Inn Express Nashville Downtown;NSV;4;4;4;4;4;0;4;5;0;2;1;4;1;0;1;6;6;6;5;4;7;35;4
69.816;Fiesta Beach Aptos;PMI;4;4;4;3;3;3;3;2;0;0;0;1;1;0;0;1;1;2;1;0;2;8;3
95.367;Parque Ciutadella Apartments;BCN;3;3;4;5;4;3;4;7;0;0;0;0;6;1;0;0;1;6;4;0;7;16;4
1.704;Amrey Sant Pau;BCN;4;4;5;4;4;5;4;57;7;8;10;45;6;10;0;49;66;38;35;34;72;234;4
18.156;Rochestown Park;ORK;5;5;5;4;4;4;4;4;1;0;0;5;0;0;0;3;5;2;3;2;5;24;4
4.397;Partner Cisneros;VGO;4;4;4;4;4;5;4;19;8;3;5;18;5;0;2;9;18;14;6;5;30;86;4
43.970;Explorers Thomas Cook;PAR;4;4;4;3;4;4;4;29;0;0;0;0;25;4;0;3;6;28;7;1;29;129;4
3.665;Corfu Holiday Palace;CFU;5;5;5;4;5;5;4;13;0;0;1;4;5;3;0;10;13;12;12;7;13;61;5
63.379;Melia Cayo Guillermo;CAG;4;4;4;2;3;0;3;1;0;0;0;1;0;0;0;1;1;1;1;0;1;17;3
361.432;Aqua Luna Spa;LEO;3;3;4;0;0;0;2;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;3
3.458;Espa?a;BCN;3;3;4;3;4;4;4;167;7;6;6;86;41;41;6;97;114;58;71;34;180;716;4
88.336;Porto del Sol;MLA;3;4;2;0;2;3;3;3;0;0;0;1;0;2;0;0;1;1;1;0;3;9;3
54.738;Pousada de Viana do Castelo - Monte de Sta. Luzia;NOR;3;4;5;3;4;4;3;2;0;0;0;2;0;0;0;0;1;0;0;0;2;7;4
1.242;Rice Reyes catolicos;SLM;4;4;5;4;5;4;4;18;5;1;2;13;7;2;0;7;18;7;3;5;24;63;4
907;Hotel Hacienda Puerta del Sol;MAL;3;3;4;4;4;3;3;5;1;0;0;5;1;0;0;3;5;4;1;2;6;24;3
83.111;Nikko Hotel San Francisco;SFO;5;5;5;5;5;0;4;24;2;2;3;16;6;1;2;24;26;14;14;20;28;174;5
9.070;NH Berlin-Alexanderplatz;BER;4;4;4;4;4;4;4;19;2;2;0;10;4;7;2;16;13;11;6;12;23;88;4
90.700;Interhotel Neptune Berck sur Mer;NFC;2;2;2;2;1;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2
102.746;Prince Plaza ll;MNL;3;3;3;3;2;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;1;5;3
162.371;Devero Hotel & Spa;MIL;4;5;5;5;4;0;5;0;1;2;0;2;1;0;0;2;3;1;0;2;3;16;5
98.711;Febeach Side;SID;4;5;5;5;5;0;5;1;0;0;0;1;0;0;0;0;1;1;0;0;1;10;5
8.959;Le Plaza;BRU;4;3;4;4;4;4;3;4;1;0;0;1;2;2;0;4;4;4;4;2;5;16;3
14.725;Pointe Estero;FOM;5;4;4;0;5;0;5;3;0;0;0;0;2;1;0;2;3;3;3;0;3;8;5
136.859;Miramar;PMI;4;4;4;4;4;0;4;4;0;0;0;3;1;0;0;4;3;3;3;0;4;12;4
8.625;La Vi?uela;MAL;5;5;5;5;5;5;5;4;0;0;0;4;0;0;0;3;4;3;2;2;4;17;5
65.229;Sportsman's Lodge Hotel;LAX;3;4;3;4;4;0;4;3;0;0;1;2;0;0;0;2;2;2;2;1;3;23;3
124.113;Eden Andalou Spa Resort;RAK;5;4;5;4;4;0;4;6;2;0;0;1;5;2;0;4;6;7;2;1;8;42;4
115.679;Ali Baba Palace;HRG;4;4;4;1;3;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;6;3
6.653;Queens Park;LON;3;3;3;3;3;4;3;57;6;6;14;30;12;11;2;46;42;27;25;5;69;275;3
66.530;Emirates Palace Abu Dhabi;AUH;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;6;5
110.519;Flamingo Club;TFS;3;4;3;5;4;4;4;7;0;0;0;0;5;2;0;2;5;4;3;1;7;16;4
30.496;Imperatriz Aparthotel;FNC;4;4;3;3;4;4;4;4;0;0;0;3;1;0;0;1;2;2;1;1;4;19;4
24.062;Botanic;LLM;4;4;5;0;4;4;4;2;0;0;0;1;1;0;0;1;2;2;1;0;2;6;4
2.175;Melia Fernan Gonzalez Boutique Hotel;BRG;4;3;4;4;4;4;4;12;3;1;2;12;2;0;0;6;11;6;2;4;16;42;4
177.424;Alexandros Gerekos;CFU;4;3;4;0;4;0;4;1;0;0;0;0;1;0;0;0;1;1;0;0;1;4;4
13.854;Cordial Mogan Playa;LPA;5;5;5;4;5;4;5;28;0;0;1;16;10;1;0;11;25;22;6;3;28;92;5
23.836;Grand Hotel Capo Boi;SSR;4;4;4;3;4;3;4;3;0;0;0;1;1;1;0;2;3;3;2;0;3;3;4
25.837;Merrill Farm Resort;BRT;4;4;4;4;4;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;3;4
33.600;The Imperial Adamas Beach Resort;HKT;5;5;4;4;4;0;4;2;0;0;0;1;0;1;0;2;2;2;2;0;2;6;4
336;Vila Gale Marina;FAO;4;4;4;4;4;4;4;18;0;2;1;9;6;3;1;7;15;12;8;6;20;99;4
80.590;Sofitel Wroclaw Old Town;WRO;5;4;5;5;5;5;5;38;4;3;5;17;8;12;3;34;34;21;20;28;45;168;5
81.374;Langkasuka, Langkawi;LGK;5;5;5;4;4;4;4;2;0;0;0;0;2;0;0;2;2;2;0;0;2;2;4
55.029;Claris;PRG;4;4;5;4;5;5;5;2;1;0;0;3;0;0;0;2;3;1;1;0;3;14;4
167.517;Washington Parquesol Suites Hotel;VLL;5;5;5;0;5;0;5;2;2;0;0;3;1;0;0;2;4;4;2;3;4;14;5
8.052;Caprice Beach;DLM;3;4;3;4;3;0;3;1;0;0;0;0;1;0;0;0;0;1;0;0;1;3;3
7.231;Steigenberger Frankfurt City;FRA;4;4;4;4;5;4;4;5;1;2;2;3;2;1;0;3;3;3;3;4;8;30;4
120.533;Diana del Bosque;MOR;4;5;4;4;5;5;4;0;2;1;0;0;2;1;0;0;0;2;0;1;3;8;4
121.402;Kings Head Hotel;BOU;5;5;5;5;5;5;5;1;1;0;0;2;0;0;0;2;2;2;0;1;2;2;5
124.099;Sayanora Hotel & Park;SID;4;4;5;4;4;0;5;2;0;0;1;1;0;0;0;2;2;2;2;0;2;7;4
100.773;Casas de la Juderia;ODB;4;5;5;4;5;5;4;40;0;1;0;34;3;3;1;20;39;24;13;6;41;115;5
2.982;Tryp Ciudad de Alicante;ALC;4;4;4;4;4;4;4;10;4;1;3;8;0;4;0;6;10;5;3;3;15;71;4
4.425;Husa del Sol;CCA;3;3;4;4;4;4;4;3;0;2;2;3;0;0;0;3;2;1;1;3;5;21;3
13.964;Central;BUH;5;5;5;4;4;5;5;2;0;1;1;0;1;1;0;1;2;1;2;1;3;17;3
63.180;Horizontes La Ermita;PDR;3;4;3;3;3;4;3;20;0;0;1;13;2;4;0;13;15;13;9;0;20;72;3
6.318;Prinz Eugen;VIE;4;4;4;4;4;4;4;11;1;1;2;6;4;1;0;11;12;5;2;4;13;45;4
33.239;The Cascades;SCI;4;4;4;5;5;0;4;2;1;0;0;0;3;0;0;2;3;3;2;1;3;30;4
15.541;Golden Star Hotel;THS;5;4;5;4;5;5;5;5;0;0;0;4;1;0;0;4;4;3;3;2;5;14;5
139.620;Springhill Suites By Marriott West Palm Beach I-95;PBI;5;5;5;4;5;0;5;2;0;0;0;1;0;0;0;2;2;2;1;0;2;7;2
92.099;Executive Airport Plaza & Conference Centre;VA;2;3;2;2;4;0;3;1;0;0;0;0;1;0;0;1;1;1;1;0;1;6;3
13.962;Caro Parc;BUH;4;3;4;3;4;4;4;0;1;2;1;2;0;0;0;2;2;2;2;3;3;12;4
73.295;Novotel Phuket Resort;HKT;4;4;5;4;5;5;5;1;0;0;0;1;0;0;0;0;1;0;0;0;1;5;5
4.141;Don Paco;SVQ;4;4;4;4;4;4;4;18;2;0;1;12;5;2;0;17;18;16;15;12;20;81;4
211.336;Residenza Ca Dario;VCE;1;2;3;0;3;0;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1;2;2
96.966;Salles Hotel Aeroport de Girona;GRO;4;5;5;4;5;5;4;12;2;1;2;12;0;1;0;7;11;7;2;6;15;61;5
174.753;Grand City Hotel Hamburg Mitte;HAM;4;4;5;0;4;0;4;1;0;1;0;2;0;0;0;1;1;1;1;2;2;10;4
39.556;Friends K?ln;CGN;5;5;5;5;5;0;5;2;0;0;0;1;1;0;0;1;1;1;1;0;2;5;5
5.373;The Lodge at Uxmal;MER;5;5;5;5;5;5;5;1;0;0;0;0;1;0;0;0;1;1;1;0;1;2;5
3.861;NH Balboa;MAD;4;4;4;4;4;5;4;11;4;3;3;9;4;1;1;12;15;12;7;7;18;148;4
90.061;Queens Valley;LXR;5;3;1;1;1;0;4;2;0;0;0;0;0;2;0;0;0;0;0;0;2;5;3
185.313;Hostal Santel San Marcos;SLM;4;3;4;4;4;0;4;5;2;0;1;2;4;0;0;4;6;1;2;0;7;18;4
114.044;Riva Hvar;SPU;4;5;5;4;4;0;4;2;0;0;0;1;0;1;0;1;2;1;1;1;2;12;4
50.474;Pacific Beach Hotel Waikiki;KAE;4;4;4;0;5;0;4;2;0;0;0;2;0;0;0;1;2;0;0;0;2;21;4
110.390;Fairmont Battery Wharf;BOS;5;5;5;0;5;0;4;1;0;0;0;0;0;1;0;1;1;1;1;0;1;3;5
14.456;Canyamel Classic;PMI;4;4;4;3;4;4;4;9;0;0;0;2;7;0;0;1;4;7;0;0;9;27;4
23.597;Majestic - Linate Airport;MIL;4;4;5;0;5;0;4;0;0;1;1;0;0;0;0;0;0;0;0;1;1;7;4
3.459;Residencial Aviz;OPO;3;3;3;3;4;4;4;19;0;0;1;10;2;6;0;5;8;4;6;1;19;60;3
161.226;Palms@Sukhumvit;BKK;2;1;3;2;1;0;2;1;0;0;0;1;0;0;0;1;1;1;1;0;1;8;2
2.066;Atenea Calabria;BCN;4;4;4;4;4;4;4;57;8;2;6;20;27;13;1;32;45;54;30;8;67;201;4
82.012;Linda;AMS;3;3;3;4;3;4;3;5;1;0;0;4;2;0;0;3;2;2;2;1;6;30;3
51.815;Las Torres;BEN;4;3;4;4;4;4;4;23;1;0;1;3;9;11;0;9;14;13;15;3;24;89;4
183.988;Peermont Metcourt Inn at the Grand Palm;GBE;5;5;5;5;5;0;5;0;0;1;0;0;1;0;0;1;0;1;0;1;1;17;5
72.213;Hesperia Playa el Agua;IMA;4;4;3;3;4;4;4;3;0;0;0;2;0;1;0;1;2;2;2;1;3;10;4
24.847;Hotel & Spa Ferrer Concord;PMI;4;4;4;4;4;4;4;8;0;0;1;5;2;0;0;6;8;5;3;2;8;17;4
80.425;Phu Chaisai Mountain Resort & Spa;CEI;5;5;5;5;5;5;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;2;5
5.232;El Pescador;PVR;5;5;5;5;5;5;5;1;0;0;0;1;0;0;0;1;1;1;1;1;1;3;5
193.438;Cerise Maisons Laffitte;PAR;4;4;4;4;4;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;8;4
120.657;Alva Donna Hotel&Spa;IZM;4;4;4;2;3;0;3;2;0;0;1;1;0;0;0;1;1;2;2;0;2;7;3
121.303;Solymar;SDR;3;3;3;0;3;0;3;1;0;0;0;1;0;0;0;1;1;1;1;0;1;14;3
15.005;Seres Special Hotel;IST;4;4;4;3;5;5;4;2;1;0;0;1;2;0;0;1;2;2;1;0;3;9;4
14.118;Grand Cettia;DLM;5;5;5;4;4;0;5;3;0;0;0;0;2;1;0;2;2;3;2;1;3;5;5
29.436;Lido Hotel Budapest;BUD;4;4;4;4;4;5;4;8;0;4;3;4;1;3;1;4;8;7;6;3;12;34;4
89.556;Riu Santa Fe All Inclusive;CAB;5;5;4;4;5;0;4;8;0;0;0;3;4;1;0;5;7;7;7;2;8;21;4
187.568;Turtle Beach Hotel;ZTE;3;4;1;0;3;0;3;1;0;0;0;1;0;0;0;1;1;1;1;0;1;4;3
47.586;Fertel Maillot;PAR;4;3;4;4;4;4;4;32;2;3;4;21;3;7;1;22;30;8;4;12;37;135;4
91.258;Austria Trend Hotel Congress;INN;5;4;4;4;3;5;5;2;0;0;0;0;2;0;0;0;1;1;1;2;2;16;4
126.230;CC Hotel;AMS;4;4;4;4;4;5;4;13;0;0;0;8;0;5;0;11;12;0;6;0;13;86;4
105.952;Punt Hill South Yarra Davis Ave.;MLB;4;5;5;0;5;0;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;2;5
20.205;Villas Delfines;HOL;3;3;4;3;4;5;3;1;0;0;0;1;0;0;0;0;0;1;0;0;1;8;4
97.882;The Menzies Sydney;SYD;4;4;4;5;4;1;4;4;0;2;2;2;1;1;0;4;5;3;3;1;6;31;4
142.143;Reina;LEI;4;3;3;4;4;0;4;11;0;0;0;6;5;0;0;1;5;10;5;0;11;43;4
93.029;Macdonald Manchester;MAC;5;5;5;5;5;0;5;2;0;0;0;2;0;0;0;1;1;1;1;1;2;64;5
91.364;Mamiani Hotel;ROE;3;3;4;3;4;4;3;5;0;0;0;3;1;1;0;3;1;1;1;0;5;13;3
171.288;Reisafjord Hotel;SOJ;5;4;4;4;4;0;4;1;0;1;2;0;0;0;0;1;1;1;1;1;2;8;4
18.266;Minotel International & Terminus;GVA;3;3;4;4;4;4;4;12;1;4;7;6;2;1;0;12;10;5;7;9;17;130;4
115.453;Morabeza;SI1;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;7;5
128.568;Eleonora;ATE;4;4;3;5;4;0;4;3;0;0;0;3;0;0;0;1;3;1;2;1;3;10;4
57.275;Residencia Roberto Playa;IBZ;3;3;3;1;3;3;3;5;0;0;1;2;0;2;0;1;2;0;3;0;5;18;3
91.079;Phidias;ATH;2;2;2;1;3;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;7;2
111.744;Wessex;BOU;3;4;4;4;4;0;4;3;0;0;0;2;0;1;0;2;3;2;1;1;3;16;4
7.172;New Hotel Arles Camargue;ARL;5;5;5;4;3;5;4;4;0;0;2;1;0;1;0;3;4;3;4;1;4;11;4
703;Agamenon;MAH;4;4;4;4;5;4;4;3;0;2;1;4;0;0;0;2;3;3;1;2;5;20;4
7.030;Finca s'Antigor;PMI;5;3;4;5;3;5;4;1;0;0;0;0;0;1;0;0;1;1;0;0;1;3;4
4.412;Partner Segria;LER;2;3;2;0;4;5;2;0;1;1;0;0;1;0;1;1;0;0;0;1;2;14;3
74.316;The Fullerton Singapore;SIN;4;5;5;5;5;4;4;16;1;2;3;10;4;2;0;15;16;9;9;13;19;147;5
72.638;Club Andaman Beach Resort;HKT;4;5;5;5;4;3;5;2;0;0;1;1;0;0;0;1;1;2;1;1;2;5;4
132.243;Hampton Inn & Suites Boynton Beach ;BB2;4;5;5;5;5;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;5
151.625;La Trufa Negra Apartamentos;TER;3;4;4;3;4;0;3;5;0;0;0;0;4;1;0;2;3;3;4;0;5;12;4
141.224;Alkistis;SPO;4;5;5;0;5;0;4;1;0;0;0;0;1;0;0;0;1;1;1;0;1;2;5
110.525;Iglesuela del Cid;TER;4;5;4;3;4;4;4;15;0;0;0;13;0;2;0;5;14;6;8;1;15;39;4
171.415;Johnstown House Hotel & Spa;MTH;5;4;5;5;5;0;5;2;0;0;0;1;0;1;0;2;2;2;2;0;2;21;5
13.193;Ramada Plaza Marco Polo Beach Resort;MIA;3;4;3;3;4;0;4;3;0;0;0;2;1;0;0;1;3;3;2;0;3;9;4
15.690;Kontokali Bay;CFU;4;5;4;5;5;5;5;5;2;0;0;5;2;0;0;5;7;6;5;2;7;29;5
137.334;Sheraton Pretoria;JHG;5;5;5;5;5;0;5;1;0;1;1;1;0;0;0;2;2;1;1;2;2;7;5
158.882;Grande Centre Point Hotel Terminal 21;BKK;4;4;4;4;4;0;3;6;0;0;0;2;4;0;0;6;6;6;6;0;6;25;4
85.231;Castelmar;CAM;5;4;5;4;4;5;4;7;0;0;0;4;3;0;0;6;7;6;3;4;7;16;4
85.851;Executive Royal Inn North Calgary;CG;4;3;4;3;3;5;4;1;0;0;0;1;0;0;0;0;0;0;0;1;1;4;4
76.002;Blue Heron By Rex Resorts;ANU;4;4;5;5;5;5;5;1;0;0;0;0;1;0;0;1;1;0;0;0;1;6;5
142.934;Aparthotel Vistamar;LEI;4;4;4;3;4;0;4;3;0;0;0;1;2;0;0;3;3;3;2;0;3;4;4
8.160;Rural Cuartamenteru;OVD;4;4;4;3;4;5;4;5;0;0;0;4;1;0;0;4;5;4;4;0;5;9;4
186.767;Premier Inn Heathrow M4 J4;LON;4;3;0;4;3;0;5;0;1;0;0;0;1;0;0;1;1;0;1;0;1;3;4
94.455;Inns of Banff;BF;4;4;4;4;4;0;5;4;0;0;2;1;1;0;0;4;4;4;2;1;4;18;4
84.598;Appart'City Lannion;MRL;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;0;1;0;0;0;1;2;5
73.739;Sunrise Park Resort & Spa;SID;4;4;3;3;3;0;4;1;0;0;0;0;1;0;0;0;0;1;0;0;1;3;4
89.648;Ville Sull' Arno;FLR;5;5;5;5;5;5;4;3;0;0;0;2;1;0;0;1;2;3;0;0;3;5;5
34.504;Pueblo El Dorado Playa Hotel;SAL;4;5;5;5;5;5;5;4;0;0;0;2;2;0;0;1;4;4;1;0;4;13;4
105.474;Pillo Hotel Ashbourne;MTH;5;5;5;4;4;0;5;2;0;0;0;2;0;0;0;1;1;2;1;1;2;9;4
124.064;Confortel Menorca (ex Annabel);MAH;4;4;4;4;4;0;4;10;0;0;0;6;4;0;0;2;5;8;4;0;10;38;4
79.051;Bernina Swiss Quality Hotel;GVA;4;4;4;4;4;4;4;20;1;7;7;10;7;3;0;13;16;8;4;9;28;113;4
14.187;Iberostar Vell Mari;PMI;4;4;4;4;4;4;4;13;0;0;0;7;6;0;0;2;7;12;3;0;13;53;4
102.412;The Residence Mauritius;MRU;5;4;4;4;4;0;4;5;0;0;0;5;0;0;0;3;4;5;3;1;5;7;4
65.986;Campanile Madrid Las Rozas;MAD;4;4;4;4;4;5;4;5;2;2;0;6;2;0;1;4;4;4;3;5;9;62;4
161.869;Canon Roadhouse;KMP;5;4;5;5;4;0;4;3;0;0;0;2;1;0;0;1;3;2;1;0;3;15;5
133.081;Fraser Place Kuala Lumpur;KUL;5;4;5;3;4;5;4;8;0;0;2;4;2;0;0;6;7;5;3;5;8;33;4
22.828;Atlas Hotel;BUD;4;3;4;3;4;4;4;73;6;1;8;26;20;24;1;45;43;41;41;16;80;317;4
102.817;Xalet Montana;AND;3;3;5;4;4;4;4;1;0;0;0;0;1;0;0;0;1;1;0;0;1;2;4
19.761;Zenit Bilbao;BIO;4;4;4;4;4;5;4;42;4;2;7;26;8;6;1;32;39;22;24;19;48;211;4
197.610;Kuala Lumpur International Hotel;KUL;1;1;1;2;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;1
55.022;Alexander Thomson Hotel;GLA;4;4;4;4;4;4;4;80;12;17;23;38;21;24;1;77;73;46;42;31;109;428;4
107.328;Asia Paradise Hotel (Nha Trang);CXR;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;0;1;1;1;5
22.326;Hotel Atos;WAW;4;4;4;4;4;4;4;15;4;3;9;1;6;6;0;16;6;10;9;7;22;83;4
86.558;Victoria Garden Suites Strasbourg;SXB;3;3;3;3;4;4;4;4;0;1;1;2;1;1;0;2;1;2;1;0;5;11;3
49.279;Pedraladda;NSR;4;4;4;4;4;5;4;7;0;0;0;4;3;0;0;1;6;4;3;0;7;25;4
2.646;Grupotel los Principes and Spa;PMI;4;4;4;4;4;4;4;11;0;0;0;6;4;1;0;3;9;7;2;1;11;29;4
162.800;Castilla Vieja;PAL;4;4;4;4;4;0;4;19;1;1;2;10;3;5;0;17;20;16;15;3;21;59;4
153.216;Grand Sunset;HKT;5;5;5;5;5;0;5;1;0;0;0;0;0;1;0;1;1;1;1;0;1;2;5
1.628;Don Angel Hotel;LEI;4;4;4;3;3;4;4;5;1;0;0;2;3;1;0;0;3;4;1;0;6;20;4
17.411;Travelodge London Farringdon;LON;4;4;4;4;4;0;4;6;2;0;1;4;2;1;0;3;5;3;3;0;8;34;4
123.159;Radisson Blu Hotel Abu Dhabi Yas Island;AUH;5;4;4;5;5;0;5;2;0;0;0;1;0;1;0;0;0;0;0;1;2;16;5
13.446;Radisson Lexington Hotel New York;NYC;3;4;4;4;4;4;4;16;3;0;3;6;4;6;0;13;12;9;6;10;19;102;4
79.972;Leo Ipanema;LUS;3;4;4;0;4;3;3;3;0;0;0;1;2;0;0;1;1;3;1;0;3;5;3
7.085;Radisson Sas Lyon;LYS;4;4;4;5;4;4;4;7;4;0;2;6;3;0;0;9;9;3;2;8;11;46;4
107.078;Arizona;FLR;4;4;4;4;4;4;4;3;0;0;1;2;0;0;0;2;3;1;1;1;3;21;4
22.958;NH Ciutat de Mataro;BCN;4;4;5;5;4;5;4;1;2;4;2;2;2;1;0;5;6;5;2;6;7;35;4
8.168;Grand Coco Bay All Inclusive Resort;PCM;5;5;5;4;5;5;4;3;0;0;0;2;1;0;0;1;3;2;2;0;3;11;4
111.753;NH las Tablas;MAD;4;4;4;4;4;4;4;27;6;1;0;29;3;2;0;20;32;21;16;17;34;137;4
152.136;Bristol Hotel;ODS;5;5;5;5;5;0;5;1;1;0;1;1;0;0;0;0;2;0;1;1;2;6;5
121.578;Actor;BUD;5;4;5;4;4;4;4;2;0;0;0;2;0;0;0;1;1;1;1;1;2;9;4
216.376;Spring Hill Resort;KHH;5;5;5;5;5;0;5;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;5
8.074;Maritim Pine Beach Resort;IZM;4;3;3;2;3;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;3
189.871;Tropicana Inn & Suites;LAX;5;5;5;5;5;0;5;2;0;0;0;0;2;0;0;1;1;2;1;0;2;5;5
137.695;knysna Log-Inn;CPT;4;4;5;0;4;0;4;2;0;0;0;0;1;1;0;1;2;1;2;0;2;13;2
106.496;Sahinyuvasi Apart;ADB;4;3;5;0;5;5;5;1;0;0;0;1;0;0;0;0;0;1;0;0;1;8;5
132.688;Riad Al Assala;RAK;5;5;5;5;5;5;5;2;0;0;0;1;0;1;0;0;2;1;2;0;2;5;5
164.414;Bridge House;DUB;4;3;4;4;4;0;5;4;0;0;2;2;0;0;0;4;4;4;4;0;4;24;3
219.390;Oddfellows Chester;CEG;4;3;4;0;3;0;3;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;3
21.939;Tryp Indalo Almeria;LEI;4;4;4;5;4;3;4;18;7;1;2;16;7;0;1;16;18;16;11;16;26;64;4
1.528;Reina Isabel;PMI;4;4;5;4;4;4;5;2;0;0;0;1;0;1;0;0;1;0;1;0;2;18;4
23.783;Mare Nostrum;CAZ;3;3;4;0;0;0;4;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;4
93.080;Sparta Inn;PEL;3;4;4;4;4;0;4;4;0;0;1;0;1;2;0;4;3;2;4;1;4;11;4
9.308;The Scotsman Hotel;EDI;4;4;5;4;4;4;4;27;2;0;1;22;4;2;0;20;26;11;7;15;29;172;4
96.205;Reval Inn Klaipeda;KLJ;4;4;4;4;4;4;4;1;0;0;0;1;0;0;0;1;1;1;1;1;1;2;4
162.506;Lake & Riverside Hotel & Spa;SID;5;4;4;4;5;0;4;4;0;0;1;2;1;0;0;4;4;4;4;1;4;8;4
114.013;Sissi;BUD;5;5;4;3;5;5;5;2;1;0;1;2;0;0;0;3;3;3;2;2;3;8;4
15.292;Apladas Beach;ATE;3;3;5;4;4;5;4;4;0;0;0;3;1;0;0;0;2;2;0;0;4;9;4
4.144;Residencial Princesa;LIS;3;3;3;4;4;4;4;63;0;2;7;47;3;8;0;38;43;14;14;9;65;198;3
1.826;NH Las Artes;VLC;4;4;4;4;4;5;4;19;2;2;5;10;5;3;0;12;16;14;7;9;23;88;4
18.260;Minotel Alpenrose;FUS;3;3;4;4;4;4;4;2;0;0;0;1;1;0;0;1;1;1;0;0;2;3;4
115.207;Tio Pepe;CAZ;4;4;5;4;4;4;4;7;0;0;0;6;0;1;0;2;6;3;0;1;7;15;4
4.927;Zenit Murcia;MJV;4;4;5;4;4;4;4;8;11;9;5;11;6;4;2;18;22;10;4;11;28;106;4
115.757;Silken Puerta Castilla / Anexo;MAD;4;4;4;3;4;4;4;2;1;1;1;2;0;1;0;1;3;2;0;2;4;11;4
91.933;Stein;SZG;4;4;3;5;4;5;4;3;0;0;0;1;1;1;0;2;3;1;1;0;3;9;4
99.275;Mercure Plaza Biel;BRN;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;0;0;0;1;2;5
129.787;Bratislava ;KBP;4;4;5;4;4;0;4;1;0;0;1;0;0;0;0;1;1;1;1;0;1;5;4
29.346;Park Inn by Radisson Dortmund;DOR;4;4;4;3;5;0;4;0;2;0;1;1;0;0;0;0;1;0;1;2;2;12;4
45.008;Horner Eiche;BRE;4;3;4;4;3;3;4;0;0;4;1;2;1;0;0;3;3;1;1;2;4;9;3
120.102;Caesar Premier Eilat;ETH;5;4;5;4;4;5;5;1;1;0;0;1;0;1;0;2;2;2;1;0;2;4;4
40.178;Girasol;CUN;2;1;1;2;3;4;2;1;0;1;1;1;0;0;0;0;1;0;0;0;2;3;2
